user_name,place_id,place_name,rating,review_text,review_time
Mathavan Is Saru Studio TMPM,ChIJUVFdlWidBjsR4jH_7xKQb4g,ஸ்ரீ வெற்றி பத்திரகாளி அம்மன் கோவில் & ஸ்ரீ வெற்றிவேல் ஐயனார் கோவில்,5,Pathirakaliamman kovil is great.,2 years ago
Suresh Kumar,ChIJWRNsgJU3BDsRSULsvBpnuQs,Thalaiyanai Bathing spot,5,Lovely Location. I enjoy it a lot. Good place for swimming and bathing..,3 years ago
Jebaraj,ChIJWRNsgJU3BDsRSULsvBpnuQs,Thalaiyanai Bathing spot,4,Such as beautiful place in papanasam.This spot is very amazing the nature,3 years ago
Seenivasan T,ChIJWRNsgJU3BDsRSULsvBpnuQs,Thalaiyanai Bathing spot,4,Suitable for all ages,a year ago
Poco X3,ChIJWRNsgJU3BDsRSULsvBpnuQs,Thalaiyanai Bathing spot,5,Nice place 👍,3 years ago
Muthu Krishnan,ChIJWRNsgJU3BDsRSULsvBpnuQs,Thalaiyanai Bathing spot,5,Super,3 years ago
syed Sulaiman,ChIJW6hgB1-DBjsRtONaTppN-qM,achanputhurseemai,5,I'm Favorite place,2 years ago
Ukkasim ShahulHajira,ChIJW6hgB1-DBjsRtONaTppN-qM,achanputhurseemai,5,👍,a year ago
Santhosh Kumar,ChIJW6hgB1-DBjsRtONaTppN-qM,achanputhurseemai,3,🙏🙏🙏🙏,2 years ago
RAJAN M,ChIJW6hgB1-DBjsRtONaTppN-qM,achanputhurseemai,4,,a year ago
Abdul Kader A Thahir,ChIJW6hgB1-DBjsRtONaTppN-qM,achanputhurseemai,5,,3 years ago
SKF Tech gurus,ChIJCW90tIC5BjsRvx0oTnleNA4,Thiruvengadam taluk office,5,Good atmosphere on this place ....and near by one murugan temple  very peace ful. . Zerox and other activities are  Rr zerox,3 years ago
DùRáī MàDdy,ChIJCW90tIC5BjsRvx0oTnleNA4,Thiruvengadam taluk office,5,Good area with people needs,3 years ago
Ayya Thurai,ChIJCW90tIC5BjsRvx0oTnleNA4,Thiruvengadam taluk office,5,I'm missing something problem,4 years ago
Senthil kumar,ChIJCW90tIC5BjsRvx0oTnleNA4,Thiruvengadam taluk office,4,I am not visit there,4 years ago
krishnakumar r,ChIJCW90tIC5BjsRvx0oTnleNA4,Thiruvengadam taluk office,1,Very worst place,2 years ago
ASHOKKUMAR S,ChIJ8XZAdBorBDsRCFo9YHNralM,LE FALLS,4,Room is in a residential area safe to stay the host are staying in the ground floor rooms are near and clean but some mosquitos are distrubing our sleep they would have provided a mosquito repellent no problem it's manageable,2 months ago
balaji .k,ChIJ8XZAdBorBDsRCFo9YHNralM,LE FALLS,3,"We were totally 24 members and 4 kids went as a family took the entire place to stay for 500 pp (totally 36k for 3 nights 4 days) and it was value for money. He charged only for total number of nights only.

Rooms and location
____________

Rooms and beds were good, but the location is very near to a liquor shop which makes uncomfortable for family stay. The place is fully surrounded by garbage and it's very shabby.

Owner & Services
-‐-------------------‐------

The owner arranged Vessels and gave his bike to buy things and to go near by shop.

But he took our food without asking us, we actually arranged a cook and he prepared food for our family alone. But the owner took some of our food when we were out for sightseeing.
Also, last day night itself there was a power outage and it was a fault in the premises itself but even after we complained the owner didn't repair it. In total 4 days, the room or the washroom or the premises was never cleaned.",9 months ago
Leo Forsyth,ChIJ8XZAdBorBDsRCFo9YHNralM,LE FALLS,5,"A lovely air conditioned room just a short drive from both the local waterfalls and Tenkasi city centre. This place really shines through the service provided by the host. A very lovely and friendly man, more than willing to help us with anything we needed. He took us for a ride up to the local waterfalls, then he drove us into town and took us for a tour around the great Hindu temple. We even got some cake and dinner together, before he drove us back to the accommodation. A wonderful service that far exceeded our expectations, 10/10, would highly recommend .",12 months ago
Vijaya,ChIJ8XZAdBorBDsRCFo9YHNralM,LE FALLS,5,The place we feel like home. The best place in which you can experience lit with nature with comfort resort,3 months ago
Ssangyong N111,ChIJ8XZAdBorBDsRCFo9YHNralM,LE FALLS,5,Nice stay at low budget...good balcony view....,3 months ago
M SIVA SUBRAMANIAN,ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,Chittraru Check dam,5,Good place,5 months ago
Abdul Rahman,ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,Chittraru Check dam,4,Nice River 🏞,3 years ago
Sathish Kumar,ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,Chittraru Check dam,5,Better experience.,3 years ago
Mukesh Kumar,ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,Chittraru Check dam,1,கலைமகள் கபடி குழு,3 months ago
MATHAN. M,ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,Chittraru Check dam,5,,a year ago
Sivaraj Tks,ChIJ96R4jXudBjsRECgwFvGqk5Q,Sri Mathalapandi Temple,5,One of our guidences 😍😍😍,7 years ago
Thavasikumar C,ChIJ96R4jXudBjsRECgwFvGqk5Q,Sri Mathalapandi Temple,5,"Origin of thavasi ,,, thavasi family temple...👨👦👧👩👴👵...",7 years ago
MURUGAN C,ChIJ96R4jXudBjsRECgwFvGqk5Q,Sri Mathalapandi Temple,5,"Very promising God of the family ""Thavasi""",8 years ago
Ambrose Jesuraj,ChIJ96R4jXudBjsRECgwFvGqk5Q,Sri Mathalapandi Temple,5,Good place,7 years ago
Govindharajan Sahadevan,ChIJ96R4jXudBjsRECgwFvGqk5Q,Sri Mathalapandi Temple,5,A place where the clan deity is worshipped.,3 years ago
S m,ChIJ2aTh0oMrBDsRv4cmIKqt01A,Pazhathotta aruvi,4,Ok,2 years ago
BALAMURUGAN ASB,ChIJ2aTh0oMrBDsRv4cmIKqt01A,Pazhathotta aruvi,5,,2 years ago
Megaraj A,ChIJ2aTh0oMrBDsRv4cmIKqt01A,Pazhathotta aruvi,5,,5 months ago
Southindian traveller,ChIJ2aTh0oMrBDsRv4cmIKqt01A,Pazhathotta aruvi,5,,3 years ago
jaba singraj (Vidiyal Medical Mission),ChIJOUefPGkxBDsRLVNIHIf6eAw,Mini silver falls,5,"This land and water both which contains a natural heritage resource, and which has been registered by the god and may be considered for dedication or commitment as a natural area preserve.
Running water is primarily responsible for various landforms in humid as well as dry climates.
Its also one of the best picnic spot of Tenkasi district...",2 years ago
III surya Raman,ChIJOUefPGkxBDsRLVNIHIf6eAw,Mini silver falls,5,SUPER❤️🙏🏾,7 months ago
Anu Jayaraj,ChIJOUefPGkxBDsRLVNIHIf6eAw,Mini silver falls,3,Supper,a year ago
Renius Renius,ChIJOUefPGkxBDsRLVNIHIf6eAw,Mini silver falls,5,,a year ago
Raman S,ChIJOUefPGkxBDsRLVNIHIf6eAw,Mini silver falls,5,,a week ago
Kali pandi,ChIJ4Uo7n3mdBjsRqe7VZR4A1po,ARULMIGU THIRUMALAIYANDAVAR KOVIL,1,A wedding hall in the middle of town has no parking facilities.,6 months ago
S M T SELVAN-NADAR (꧁༺Tamiley༻꧂),ChIJ4Uo7n3mdBjsRqe7VZR4A1po,ARULMIGU THIRUMALAIYANDAVAR KOVIL,5,Excellent 👌,5 months ago
ramkumar annakili,ChIJ4Uo7n3mdBjsRqe7VZR4A1po,ARULMIGU THIRUMALAIYANDAVAR KOVIL,5,Devine,a year ago
Manikandan,ChIJ4Uo7n3mdBjsRqe7VZR4A1po,ARULMIGU THIRUMALAIYANDAVAR KOVIL,5,Peace full place 🤩,2 years ago
Raja A,ChIJ4Uo7n3mdBjsRqe7VZR4A1po,ARULMIGU THIRUMALAIYANDAVAR KOVIL,5,Love and love,8 years ago
nellai naygam,ChIJpYSiHEG5BjsR1ZNJlloOrvI,Padikasu Vinayagar Temple,5,"One of the most famous temple in Thiruvengadam.
Powerful Ganesh Temple",6 years ago
Sivasubramanian G,ChIJpYSiHEG5BjsR1ZNJlloOrvI,Padikasu Vinayagar Temple,5,One of the oldest temple and having lot many followers.,5 years ago
Selvamani Mani,ChIJpYSiHEG5BjsR1ZNJlloOrvI,Padikasu Vinayagar Temple,5,,2 years ago
Villu Vicky,ChIJEz0dFwcpBDsRFzBAfksFjRQ,Prana Miyawaki 2.0 - Tenkasi,5,"The local social organisations called Prana Maram Valar Amaippu, Plant a Miyawaki forest near New Court Tenkasi, Towards Aayiraperi Road.

It's wonderful place. with lot of trees in single place. Here lot of Birds, Insect use this tree for its living.

They not only plant a tree, They maintain until its grow tall. Best Wishes to Prana Team.",a year ago
Thirumalai Kumar,ChIJEz0dFwcpBDsRFzBAfksFjRQ,Prana Miyawaki 2.0 - Tenkasi,5,Wonderful Tenkasi miyavaki forest with 2500 trees planted from our prana team💚🌱 kindly visit us😍,4 years ago
Vignesh Hari,ChIJEz0dFwcpBDsRFzBAfksFjRQ,Prana Miyawaki 2.0 - Tenkasi,5,On the sixth death anniversary of Abdul Kalam Sir,4 years ago
Sivasubramanian Thoothukudi,ChIJEz0dFwcpBDsRFzBAfksFjRQ,Prana Miyawaki 2.0 - Tenkasi,5,,a month ago
byju Bikebyju,ChIJEz0dFwcpBDsRFzBAfksFjRQ,Prana Miyawaki 2.0 - Tenkasi,5,,a year ago
Adv DEEPI ASHOK,ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,Tenkasi,4,"Tenkasi is the second largest town of  Tirunelveli District, Tamil Nadu on the Madurai - Kollam highway.Situated on the foothills of the Western Ghats,Tenkasi’s natural beauty and scenic locales make it a great holiday destination.River Chittar flows through this picturesque destination.

This town is famous for its light monsoon showers, one of the most enjoyable experiences in this city.This city is called the Kasi of the South with reference to the beautiful and old Kasi Vishwanathar Temple situated here.Apart from this temple, Tenkasi has many waterfalls where a person can spend some time in leisure.This waterfalls add to the lush green backdrops and the soothing tunes of the drizzles, luring many a tourist from the world over.

Travelling in Tenkasi is not much of a task as it is easy to rent a taxi,auto-rickshaws or hire a car.

Anytime between May and August is the best time to visit the city&enjoy it to the fullest as it is the perfect place to let loose,relax and find peace.",3 years ago
We make the impossible things,ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,Tenkasi,5,"Tenkasi is one of the cultural and traditional place I last visited.mostly they are doing different farming.places are very eco-friendly.natural beauty is such wonderful.wind mill are also situated.paddy cultivation, vegetables, flowers are there.transportation also available.",a year ago
Rijas Galleria,ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,Tenkasi,5,"Beautiful Village.

The present Tenkasi district was a part of erstwhile Tirunelveli district. Tenkasi district was formed in 2019 as per G.O. No 427 dated 12.11.2019.Tenkasi shares its boundaries with Virudhunagar in the North, Thoothukudi in the East, Tirunelveli in the South and Kerala in the West. The district is nourished by two major rivers namely Chittar and Anumanadhi, because of which agriculture flourishes in this area. More than 65% of the population is engaged in agriculture and related activities. Water sources such as Gundar, Adavinayinar, Karupanadhi and Ramanadhi dam along with more than 800 tanks succour irrigation.

Photo Upload : Canon",4 years ago
G.P.Suresh Gopal Cabs Ngl,ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,Tenkasi,5,Good trip,2 years ago
Rajiv Kumar Velsamy,ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,Tenkasi,4,Awesome,3 years ago
Faris ns 9317,ChIJERqhq22FBjsRaJiYVNaOPj0,Kadayanallur Periya Aaru,5,The sign of my heavenly city.  Similarly the place is so beautiful it will not be anywhere else. (Nallurans) 💞✨,3 years ago
arun das a h,ChIJERqhq22FBjsRaJiYVNaOPj0,Kadayanallur Periya Aaru,4,"Safe and silent area ,with family",7 months ago
shahul hameed,ChIJERqhq22FBjsRaJiYVNaOPj0,Kadayanallur Periya Aaru,4,It was such a wonderful experience,3 years ago
Praveen Kumar,ChIJERqhq22FBjsRaJiYVNaOPj0,Kadayanallur Periya Aaru,5,Amazing,2 years ago
A.A.Mohamed Arsath,ChIJERqhq22FBjsRaJiYVNaOPj0,Kadayanallur Periya Aaru,5,"Periya Aaru Kadayanallur is a populated place in the Tenkasi district. While it is known for its serene environment, lush green surroundings🏞.",a year ago
malik m,ChIJcdBTWrKFBjsRfnEQkscgshs,கடையநல்லூர் கல்லாறு,5,Wonderful place,5 years ago
HUSAIN Abu Hunaid,ChIJcdBTWrKFBjsRfnEQkscgshs,கடையநல்லூர் கல்லாறு,5,Good job,8 months ago
Abdul Rasith,ChIJcdBTWrKFBjsRfnEQkscgshs,கடையநல்லூர் கல்லாறு,5,Worthy place...😍,5 years ago
Selva Selva,ChIJcdBTWrKFBjsRfnEQkscgshs,கடையநல்லூர் கல்லாறு,5,Lovely place green world.,5 years ago
mohammed saleem,ChIJcdBTWrKFBjsRfnEQkscgshs,கடையநல்லூர் கல்லாறு,5,Peaceful place... Surrounded by nature...,5 years ago
Sabi Raja,ChIJX0tommqBBjsRdNtPn5ZGwbw,Anna Nagar Park,5,Ok,2 months ago
Miracle Thivan (Shabih),ChIJX0tommqBBjsRdNtPn5ZGwbw,Anna Nagar Park,5,Peace full 😄😄😄,2 weeks ago
Sumathi Ramesh,ChIJX0tommqBBjsRdNtPn5ZGwbw,Anna Nagar Park,4,,a year ago
Mohammed Mustapha,ChIJX0tommqBBjsRdNtPn5ZGwbw,Anna Nagar Park,5,,2 years ago
Imjose,ChIJKat96ayHBjsRj2Bj6PVoPOQ,Mekkarai Diamond falls,4,Good place,4 months ago
KARPOORARAJ,ChIJKat96ayHBjsRj2Bj6PVoPOQ,Mekkarai Diamond falls,4,,3 years ago
Muhamad Fayaz,ChIJKat96ayHBjsRj2Bj6PVoPOQ,Mekkarai Diamond falls,5,,9 months ago
Sriram,ChIJKat96ayHBjsRj2Bj6PVoPOQ,Mekkarai Diamond falls,5,,3 years ago
Your Thoughts,ChIJKat96ayHBjsRj2Bj6PVoPOQ,Mekkarai Diamond falls,2,,4 years ago
Sathiyaseelan SMT,ChIJ36JWOwC5BjsRugbLvK0JrnA,Iraichan water fall,5,,a year ago
indira prathap,ChIJ36JWOwC5BjsRugbLvK0JrnA,Iraichan water fall,5,,in the last week
Srimathi Durai,ChIJ36JWOwC5BjsRugbLvK0JrnA,Iraichan water fall,4,,3 weeks ago
Rizwan Hussain Mohammed,ChIJHbVehgk7BDsR90fxH8NyjdI,"Vagaikulam Bird Sanctuary - Tenkasi, Tamilnadu",5,One of the most beautiful place. You can watch lot of birds during the season november to February. Best time to visit is during early mornings and evenings. Also you can see a spectacular view of farm lands opposite to this lake.,5 years ago
Ismail Ahamed M,ChIJHbVehgk7BDsR90fxH8NyjdI,"Vagaikulam Bird Sanctuary - Tenkasi, Tamilnadu",5,Its just a pond in middle of the paddy field and a road connecting two villages alwarkurichi and veeradamudram. The pond is full. During rainy season. While there are plenty of birds it is difficult to spot them/go near them as the they are present in the middle of the trees inside the pond and there are jlno amenities to reach the interiors of the pond. Overall the place is very scenic.,3 years ago
ananthi CHELA,ChIJHbVehgk7BDsR90fxH8NyjdI,"Vagaikulam Bird Sanctuary - Tenkasi, Tamilnadu",5,"I am little proud that this place is my native village .. nice atmosphere... sri paramakalyani coller, sri paramakalyani school, university, sivaSailam temple and enjoy the view of kadana dam which is more than half an hour travel from Alwarkuruchi...",4 years ago
